,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
1334,T Wolf 🌁,San Francisco Bay Area,"Advocate for #recovery. Truth about homelessness and drug policy. Formerly homeless, in recovery. Co-Founder https://t.co/TXsSLLu9br #SanFrancisco",False,2022-04-17 16:24:50,@1bigfuzzydunlop @michelletandler I feel the same.,,Twitter for Android,1bigfuzzydunlop michelletandler feel
1335,Hoopstresses,Hoopstress World,Dope women who create dope basketball content | #NBATwitter | #WNBATwitter 📧: hoopstresses@gmail.com,False,2022-04-17 16:24:50,Look at our girl @Gr8GreyMatter! Check her out on @miaheatbeat breaking the game down for you. #HEATCulture where y’all at?! https://t.co/1fonmqBykW,['HEATCulture'],Twitter for iPhone,Look girl Gr8GreyMatter Check miaheatbeat breaking game HEATCulture http //t.co/1fonmqBykW
1336,Danomatic101,,Small YouTuber trying to become big,False,2022-04-17 16:24:50,@brawadis Happy Easter goat brawadis,,Twitter for iPhone,brawadis Happy Easter goat brawadis
1337,Andy,East Sussex ,"Leeds fan and easily irritated by Tories, Brexiters, Corbynites and Anti-Vaxxers.",False,2022-04-17 16:24:50,@pajb49 @Speaks99 @stemurdock @Uncjnr @GNev2 Cared enough to reply.,,Twitter for Android,pajb49 Speaks99 stemurdock Uncjnr GNev2 Cared enough reply
1338,KWANGYA EXPRESS 🚆,KWANGYA,SOON... ENG SQUAD.,False,2022-04-17 16:24:50,@khiminjeong Buckle up!,,Twitter for iPhone,khiminjeong Buckle
1339,17!,at work,"lonely, lost and confused.",False,2022-04-17 16:24:50,@nas2dwurld @ayrastarr please notice me,,Twitter for Android,nas2dwurld ayrastarr please notice
1340,Luke Gray,"Portsmouth, England",Anti Roy Hodgson account. @WatfordFC @Panthers @Hornets @KentCricket Contributor @Catcraveblog,False,2022-04-17 16:24:50,"State of this hahahahah, seen more fight in Watford’s relegation battle and we’ve lost 10 in a row at home https://t.co/2UCXTfid0k",,Twitter for iPad,State hahahahah seen fight Watford relegation battle lost home http //t.co/2UCXTfid0k
1341,Frenchkind🗿,Midgard,FYN. French-Agbero. Real Madrid🤍. Music. Lazy Architect,False,2022-04-17 16:24:50,"I just saw a video of Christians worshiping God in a public airplane 30,000 feet in the air.. just imagine if it was a Muslim that just said “Allahu Akbar”",,Twitter for iPhone,"video Christians worshiping public airplane 30,000 foot air.. imagine Muslim said Allahu Akbar"
1342,Harshit Singh,,"An Isha Volunteer, Construction Manager and an #Earthbuddy

 #Savesoil #ConsciousPlanet",False,2022-04-17 16:24:50,"@EUAgri @Eibcouncil 

Amazing. #SaveSoil https://t.co/LprmFEUWti",['SaveSoil'],Twitter for Android,EUAgri Eibcouncil Amazing SaveSoil http //t.co/LprmFEUWti
1343,RΞALDIGITALIZΞ.eth,,"💜 Ismail Merini 🧡
💛 NFT Creator 💚
🤍 Divine Women Collection 🖤
💗 https://t.co/yXV5e3kDtj 💓
💙 Opensea 🤎 👇🏼",False,2022-04-17 16:24:50,@Selyuk_Art You too 💜,,Twitter for iPhone,Selyuk_Art
1344,Varun Desai - Champions of Europe 💙,"London, England","| 🥇 Chelsea FC | Football ⚽ |

| 💻 Cricket Writer and Editor 
@lastwordonsport |

| 📩 Email/DM for Collabs or Enquiries |

| My Cricket Articles ⬇️",False,2022-04-17 16:24:50,These players always ghost at Wembley ffs.,,Twitter Web App,These player always ghost Wembley
1345,Oort Digital | DeFi + NFT+ GameFi + Metaverse,,"GameFi 3.0 to unlock utilities of your NFTs⚔️ 
Join us: https://t.co/jZACY3LAJz ✨",False,2022-04-17 16:24:50,"🌟We are starting the sketches of #Oortverse that will allow any 3rd-party to plugin their game/project/brand to interact within our ecosystem.

#Heroes can explore Oortverse and get more tournament details as they get closer.🔍

Stay tuned for more details!

#nft #P2E #Metaverse https://t.co/Fmb81MLG8O",['Oortverse'],Twitter Web App,starting sketch Oortverse allow 3rd-party plugin game/project/brand interact within ecosystem Heroes explore Oortverse tournament detail closer.🔍 Stay tuned detail Metaverse http //t.co/Fmb81MLG8O
1346,Matias Torres,,"servidor de Minecraft pirata e original
IP Java: https://t.co/oku3wchWMF
IP bedrock: https://t.co/YxyI8UgZMl
porta: 25702
Evento de Vip Grátis",False,2022-04-17 16:24:50,"@BronzePiece_ This is an old video, I wanted these passives back, the ones in the incubator will be out today",,Twitter for Android,BronzePiece_ This video wanted passive back one incubator today
1347,Pittsburghfan72🏈🏒 BLS🎸 S☠️D☠️M☠️F,"Pittsburgh,PA🌉Brandon,Fl🌴",♌OZZY💀BLACK LABEL SOCIETY   #herewego   #LetsGoPens   #GOBLUE  #cubtogether  #truetoatlanta  mma 👊💥 #FIGHTINGCANCER🖕 Sometimes u see my rescue🐕 Bruno,False,2022-04-17 16:24:50,@pghsportskipper Or a giant douche https://t.co/ZDKFBZiJ7D,,Twitter for Android,pghsportskipper giant douche http //t.co/ZDKFBZiJ7D
1348,minato plushie bot,,your emotional support minato / persona 3 protagonist plushie!!,False,2022-04-17 16:24:50,*giggles*,,"Cheap Bots, Done Quick!",*giggles*
1349,jace loves buck,♡ cnj ♡,"#HEN: you matter too, buck | (fan account)",False,2022-04-17 16:24:50,911 likes to give the best characters such awful parents like???,,Twitter for iPhone,like give best character awful parent like
1350,Aâthi Narayanan,Chennai Padi,#AIADMK🦁👑,False,2022-04-17 16:24:50,"To celebrate the massive success of #Valimai , @TIRUNELVELI_AFC proudly presented a victory shield to Mr. Ramasamy Raja owner of @Ramcinemas 💥

#Ajithkumar𓃵 #Ak61 https://t.co/PvV2Fbq15N",['Valimai'],Twitter for Android,celebrate massive success Valimai TIRUNELVELI_AFC proudly presented victory shield Ramasamy Raja owner Ramcinemas Ajithkumar𓃵 Ak61 http //t.co/PvV2Fbq15N
1351,John Walker 💿🪩🫶🧣,"Connecticut, USA","No Music, No Life! I love Taylor Swift and her music!🫶Swiftie since 2009! I also love Emmi and For King & Country! Let’s treat others with love and kindness!",False,2022-04-17 16:24:50,@tswiftmeowqueen Happy Easter !,,Twitter for iPhone,tswiftmeowqueen Happy Easter
1352,Susana Andrasi,,,False,2022-04-17 16:24:50,@KTHV_twt_BTS_ @BTS_twt_VKTH Are sad words handsome boy i feel sad i'm so sorry. I hope you're more optimistic tomorrow.🐻💜🌈😘😘,,Twitter for Android,KTHV_twt_BTS_ BTS_twt_VKTH word handsome feel sorry hope optimistic tomorrow.🐻💜🌈😘😘
1353,Mark Petchey,,"“I need ammunition, not a ride” “Freedom must be armed better than tyranny” Volodymyr Zelenskyy",False,2022-04-17 16:24:50,@Euan_MacDonald Now this is liberating,,Twitter for iPhone,Euan_MacDonald liberating
1354,e - katie,she/her cbj car,i try to go in the corner so no one will see me,False,2022-04-17 16:24:50,@59CHINAKHOV @jroslovicshugs Thank god i was asleep for this,,Twitter for iPhone,59CHINAKHOV jroslovicshugs Thank asleep
1355,Unicorn_ID_NFT,Bandung,https://t.co/9ZIXmVDhBI,False,2022-04-17 16:24:50,"@NFT_addictor Visit  https://t.co/kLrp9SvCkX

NEW DROP 🔥
Unicorn 063D has been listed at OpenSea for 0.0018 eth, grab it fast 🤗 

#nft #nfts #NFTCommunity #NFTcollectibles #NFTdrop #OpenSeaNFT #opensea #OpenSeaPolygon https://t.co/5AZ0C0myD7",,Twitter for Android,NFT_addictor Visit http //t.co/kLrp9SvCkX DROP Unicorn 063D listed OpenSea 0.0018 grab fast nfts NFTCommunity NFTcollectibles NFTdrop OpenSeaNFT opensea OpenSeaPolygon http //t.co/5AZ0C0myD7
1356,Tantan🌸🌸,,💫👑,False,2022-04-17 16:24:50,@kafa10milyon500 Treasure,,Twitter for Android,kafa10milyon500 Treasure
1357,Алексе́й,🇵🇭,j-pop | taken by @constantinipple,False,2022-04-17 16:24:50,WE NEED TO REVIVE THE MESSY DRAMA BETWEEN THE TWO FANDOMS https://t.co/QXgnP8LQ4H,,Twitter for Android,NEED REVIVE MESSY DRAMA BETWEEN FANDOMS http //t.co/QXgnP8LQ4H
1358,Gerald,,#𝐂𝐘𝐁𝐄𝐑 aktif tiap hari kecuali lagi turu,False,2022-04-17 16:24:50,secret but not privat,,Twitter for Android,secret privat
1359,Bobhasdogsagain,"Reading, PA",Hard core blue. Here to connect with others to save our democracy. Married to an amazing man. #BlackLivesMatter. #DogsRule. #StandWithUkraine,False,2022-04-17 16:24:50,@AmoneyResists Good grief.,,Twitter for iPad,AmoneyResists Good grief
1360,Cynthia McLennan 🗽💉😷🇺🇸 ❤️ 🇺🇦,"Boston, MA, USA","Not unlike folks at a hip-hop concert whose hands are not in the air
Past: Television Without Pity (TWoP)
Present: A Town Without Pity",False,2022-04-17 16:24:50,@JuliusGoat @jentalleydesign That Easter Bunny has Leporidcy.,,Twitter Web App,JuliusGoat jentalleydesign That Easter Bunny Leporidcy
1361,A,h,"i just wanna be ikan cupang, no school no work just blubuk blubuk.",False,2022-04-17 16:24:50,"wtb trading card universe let’s play ball haechan pc selca, kalo bisa ridi ina ya

t. wtb pc photocard tc universe haechan https://t.co/AnnDn7lme6",,Twitter for Android,trading card universe play ball haechan selca kalo bisa ridi photocard universe haechan http //t.co/AnnDn7lme6
1362,roro BTS COMEBACK,(15 - ella),"ㅤㅤㅤ- bts, dinero, drogas y otros vicios",False,2022-04-17 16:24:50,@yoonminsongays yo solo con blink i las lilies 🤮,,Twitter for Android,yoonminsongays solo blink lily
1363,Hilary Machell,Cosmopolitan Lancashire ,"Freelance cultural fundraiser, marketer & writer, FRSA, adopted Lancastrian - seen in museums, theatres or fresh air. One day I'll finish writing my book.",False,2022-04-17 16:24:50,And did you come to any (entirely scientific) conclusions? https://t.co/oezJwjluwC,,Twitter for Android,come entirely scientific conclusion http //t.co/oezJwjluwC
1364,yaz (macy's gf) ♡'s cloud || BOYFRIENDS 🏡,she/her || 15 y/o || no stunts,"~and i know you left a part of you in new york under your bed in a box~

                                         evs☁️ = angel :)",False,2022-04-17 16:24:50,@niallslvrr at least now maybe her bf is gonna get interested and become a harrie i say you did a great job,,Twitter for Android,niallslvrr least maybe interested become harrie great
1365,I Will Never Give Up.,Nigeria,Cool headed. A responsible father of 3. A Farmer and A Teacher. My Abegtag is @tope_orus. If God touches your heart bless me.,False,2022-04-17 16:24:50,Hello,,Twitter for Android,Hello
1366,J,"Houston, TX",MARIAH!!!,False,2022-04-17 16:24:50,@YoChillD @zcoulee Yes we love hope 💙,,Twitter for iPhone,YoChillD zcoulee love hope
1367,fuck is niggas geekin for?,"baltimore boomin, baby",atl | Before you follow me just know I am a Sagittarius | she/they | I make nose rings,False,2022-04-17 16:24:50,I can’t stop looking at my hair like… woah,,Twitter for iPhone,stop looking hair like… woah
1368,Brian Fitzpatrick,"Jersey, baby. ","Fire Captain, paramedic, would-be half-marathoner. Opinions not those of any of my several employers and may be contradictory.",False,2022-04-17 16:24:50,"@Rogue_Training And then studies AFTER promotion to stay current and improve. I don’t know about anybody else, but I don’t have a photographic memory.",,Twitter for iPhone,Rogue_Training study AFTER promotion stay current improve know anybody else photographic memory
1369,bibou😸🎈,"Meikoooo bqz otryx ZoFy , wrth",🇨🇭 ༝ Own @wrth404 ༝ sometimes I hit trickshot 😾,False,2022-04-17 16:24:50,@soniratok @wrth404 Happy y’all see it like that 🫡,,Twitter for iPhone,soniratok wrth404 Happy like
1370,Uncle_Fissy🤗,,"Love God and Always doing the right thing to pleased him. A tutor @Compass tutor academy.
#spirituaLMovement geng
Diversify #Sultians
#MUFC
#WakzGeneral PA🙌🙌",False,2022-04-17 16:24:50,@Egbuchulam11 @metuchizzy 1k for 50,,Twitter for Android,Egbuchulam11 metuchizzy
1371,Craig braid,"Cumbernauld, Scotland",,False,2022-04-17 16:24:50,@Cannydc1 @errjustsaying Talking rubbish,,Twitter for iPhone,Cannydc1 errjustsaying Talking rubbish
1372,Steph💕,Santan Dave's heart❤,The IT girl💅🏽Orobosa supremacy 🐐❤️,False,2022-04-17 16:24:50,"Surprised that Enny made it here instead of Little Simz/Chika,I really rinsed the hell out of that Enny's album sha,not bad not bad",,Twitter for Android,Surprised Enny made instead Little Simz/Chika really rinsed hell Enny album
1373,"#VoteBlue Catmandu^..^,~","#Athens 🐶 #GA10, 👶Plains GA","💙🍑#Georgia Blue Leo🦁💙 #StaceyAbrams4Gov🔥 #SenatorWARNOCK⚓@OWENSforGeorgia🆘
#BlueVoices #Resistor👊🏾
#AutismAuntie😊#drcole👥🌊 🌟🇺🇸PLZ RT DEM ADS🇺🇸🌟",False,2022-04-17 16:24:50,"I love the DAWGS, almost 60 years now! #GoDawgs #NeverHerschel4SenatorGA 
#HerschelWalkerForSenate NOT!!  We have #SenatorWarnock the Best. #Georgia #UGA https://t.co/9WdgtSF06P","['GoDawgs', 'NeverHerschel4SenatorGA', 'HerschelWalkerForSenate']",Twitter for Android,love DAWGS almost year GoDawgs NeverHerschel4SenatorGA HerschelWalkerForSenate SenatorWarnock Best Georgia http //t.co/9WdgtSF06P
1374,allg.eu,Allgau,Bilder aus dem Allgäu!,False,2022-04-17 16:24:50,@mtracey lol exactly! :),,Twitter Web App,mtracey exactly
1375,TMJ-KAL IT Jobs,"Kalamazoo, MI","Follow this account for geo-targeted Software Dev. - General/IT job tweets in Kalamazoo, MI. Need help? Tweet us at @CareerArc!",False,2022-04-17 16:24:50,"Schreiber Foods is hiring in #GrandRapids, MI! Click the link in our bio to apply: Laboratory Technician I $19.28 Starting (7:00pm -7am) #QA","['GrandRapids', 'QA']",CareerArc 2.0,Schreiber Foods hiring GrandRapids Click link apply Laboratory Technician 19.28 Starting 7:00pm -7am
1376,María 💙💛,Harvey/Sam's town,Our dreams will break the boundaries of our fears,False,2022-04-17 16:24:50,Wait so you're telling me there's no In Another Life live video?? A CRIME,,Twitter for Android,Wait telling Another Life live video CRIME
1377,Kameez.eth,,Infuriatingly humble zombie aficionado. Music specialist. Explorer. Proud web nerd. Wannabe bacon expert.,False,2022-04-17 16:24:50,@f_rsn check this out @tikichouu @taisnot @monsterleo_ @Daniel960210st @joj_eth @What1sItGoodFor @Crypto__Gamer @SensesNFT @Josefina2472 @itsjackyxia @jerorestrepo420 @The_CryptoRoo @0x_Mello_,,Twitter Web App,f_rsn check tikichouu taisnot monsterleo_ Daniel960210st joj_eth What1sItGoodFor Crypto__Gamer SensesNFT Josefina2472 itsjackyxia jerorestrepo420 The_CryptoRoo 0x_Mello_
1378,Billy Mitchell,"Glasgow, Scotland",,False,2022-04-17 16:24:50,"@Kai_A_ Fuck it, who’s in the final😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨",,Twitter for iPhone,Kai_A_ Fuck final😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨
1379,💥JAA🚩🏴BLM🖤,Finland,"U.S. expat. Southerner. Urban Ecosystems PhD researcher. Finland is awesome. Trumden sux. Lesser-evilism is a lie. Neoliberalism kills. Get muted, liberals.",False,2022-04-17 16:24:50,"@CarlaRK3 @whoopdeedoot From one of the bot-checking sites. I can't remember which one, but I'll follow up with you about it here in a bit.",,Twitter for Android,CarlaRK3 whoopdeedoot From bot-checking site remember follow
1380,s,,𝐞𝐮𝐧𝐨𝐢𝐚 ; always find each other,False,2022-04-17 16:24:50,"@skiesdow SANTAI BROU, BTW THENKS",,Twitter for Android,skiesdow SANTAI BROU THENKS
1381,rie,•he/they/she/it,mikey's gf • not spoiler free! •,False,2022-04-17 16:24:50,"girl, cantikkan eyeliner u dulu before open your filthy mouth https://t.co/0zQF26eXAt",,Twitter for Android,girl cantikkan eyeliner dulu open filthy mouth http //t.co/0zQF26eXAt
1382,hyunho🔪 semi ia,she star moon (no they) | desi | priv when 💤,hannie hannie hannie,False,2022-04-17 16:24:50,@linohoes EXACTLY YOU GET IT,,Twitter for iPhone,linohoes EXACTLY
1383,SheDaPeta,United States,"Music, Film, Sci-Fi, Politics 💭🥃🤦‍♂️.        I am not a journalist.",False,2022-04-17 16:24:50,Oh https://t.co/9GYB68IvWK liquor sold: on Sunday. Newark Nj,,Twitter for iPhone,http //t.co/9GYB68IvWK liquor sold Sunday Newark
1384,ryujin day🐱,,https://t.co/kc9mWjOmVn,False,2022-04-17 16:24:50,that guy on my dm https://t.co/egoITuvHwB,,Twitter for iPhone,http //t.co/egoITuvHwB
1385,Adrian,,,False,2022-04-17 16:24:50,"@b01_martin @mlcAnnevar @Anastasia_n_n @Justme197512 @Alexander19738 @NTarnopolsky @POTUS U just have to wach the diference in atitude toward pows between #Russia &amp; #Ukraine. The ,,agresor"" used no violence at all towards those who surendered, unlike #Ukraine who, on tv, admited that they see #Russians as below humans &amp; ordered their castration.",,Twitter for Android,"b01_martin mlcAnnevar Anastasia_n_n Justme197512 Alexander19738 NTarnopolsky POTUS wach diference atitude toward pow Russia Ukraine ,agresor used violence towards surendered unlike Ukraine admited Russians human ordered castration"
